	County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
2030	Sioux	ND	4	25.7	14.2	46.7	918.0	298.0
2031	Slope	ND	1	11.0	0.0	0.0	82.0	35.0
2032	Stark	ND	16	11.3	8.4	13.4	2695.0	2008.0
2033	Steele	ND	3	7.0	0.0	0.0	197.0	239.0
2034	Stutsman	ND	9	10.6	5.6	15.4	2200.0	2333.0
2035	Towner	ND	2	9.0	0.0	0.0	244.0	428.0
2036	Traill	ND	10	8.8	15.0	0.0	895.0	1129.0
2037	Walsh	ND	9	10.6	4.7	10.1	1423.0	1695.0
2038	Ward	ND	28	10.1	7.8	11.3	4365.0	2469.0
2039	Wells	ND	4	11.2	0.0	0.0	408.0	844.0
2040	Williams	ND	9	11.2	5.8	12.6	2339.0	2099.0
2041	Adams	OH	49	14.9	5.1	20.9	1949.0	1508.0
2042	Allen	OH	263	11.3	10.1	6.6	4549.0	3290.0
2043	Ashland	OH	128	8.9	5.5	10.8	3434.0	2493.0
2044	Ashtabula	OH	147	12.0	8.5	8.7	3753.0	3228.0
2045	Athens	OH	122	18.3	8.1	11.1	3196.0	2417.0
2046	Auglaize	OH	118	6.7	6.5	6.7	2919.0	2334.0
2047	Belmont	OH	129	14.3	8.3	12.9	3494.0	4672.0
2048	Brown	OH	90	10.5	8.4	11.8	2866.0	1962.0
2049	Butler	OH	750	8.9	8.2	12.5	14141.0	8256.0
2050	Carroll	OH	74	10.7	3.7	10.5	1623.0	1296.0
2051	Champaign	OH	93	8.2	7.9	11.6	2537.0	1896.0
2052	Clark	OH	356	11.3	8.2	14.4	5469.0	5016.0
2053	Clermont	OH	422	6.9	3.8	13.9	8068.0	3937.0
2054	Clinton	OH	104	9.0	4.4	8.7	2923.0	1845.0
2055	Columbiana	OH	208	11.5	8.5	11.8	3884.0	3638.0
2056	Coshocton	OH	65	10.3	4.7	15.0	2354.0	1976.0
2057	Crawford	OH	114	10.5	10.9	10.0	2947.0	2574.0
2058	Cuyahoga	OH	2912	13.5	9.1	10.4	52896.0	45286.0
2059	Darke	OH	88	7.9	3.9	11.3	3353.0	2808.0
2060	Defiance	OH	95	7.2	6.0	5.0	2663.0	1669.0
2061	Delaware	OH	340	4.6	6.3	8.2	9320.0	3258.0
2062	Erie	OH	309	9.0	7.1	8.5	4677.0	4112.0
2063	Fairfield	OH	274	6.9	7.8	8.3	4878.0	3063.0
2064	Fayette	OH	69	10.6	2.7	13.8	1854.0	1702.0
2065	Franklin	OH	2020	12.0	8.5	9.0	51524.0	25008.0
2066	Fulton	OH	106	6.6	3.6	9.4	2799.0	1814.0
2067	Gallia	OH	67	15.5	13.1	11.4	1991.0	1620.0
2068	Geauga	OH	236	5.7	5.2	7.0	5600.0	3327.0
2069	Greene	OH	366	8.2	5.1	11.5	5248.0	3457.0
2070	Guernsey	OH	79	14.0	5.0	15.0	2622.0	2153.0
2071	Hamilton	OH	1980	11.5	10.0	9.7	35448.0	24890.0
2072	Hancock	OH	138	7.5	8.2	9.4	4643.0	3067.0
2073	Hardin	OH	68	10.5	5.6	8.7	1970.0	1542.0
2074	Harrison	OH	39	12.1	10.8	12.9	1731.0	2063.0
2075	Henry	OH	71	6.9	7.3	9.2	1923.0	1378.0
2076	Highland	OH	77	11.4	8.2	10.4	3045.0	2237.0
2077	Hocking	OH	69	12.1	6.7	13.2	1803.0	1443.0
2078	Holmes	OH	98	10.1	7.3	5.8	4373.0	1375.0
2079	Huron	OH	123	9.0	5.8	11.3	4296.0	2639.0
2080	Jackson	OH	80	14.3	7.4	11.1	2176.0	1810.0
2081	Jefferson	OH	172	13.6	8.1	11.7	3716.0	5106.0
2082	Knox	OH	111	10.0	4.5	6.9	3572.0	2722.0
2083	Lake	OH	1019	6.3	5.8	11.4	7773.0	6477.0
2084	Lawrence	OH	139	16.5	8.9	10.6	3808.0	3694.0
2085	Licking	OH	226	8.4	8.0	9.7	6030.0	3935.0
2086	Logan	OH	102	9.3	9.1	8.0	3174.0	2305.0
2087	Lorain	OH	602	9.8	7.5	9.4	10884.0	7707.0
2088	Lucas	OH	1317	12.8	9.2	12.0	19009.0	13437.0
2089	Madison	OH	89	8.3	9.1	11.6	2535.0	1792.0
2090	Mahoning	OH	612	12.9	9.2	11.2	8248.0	9288.0
2091	Marion	OH	163	11.0	6.7	12.0	4039.0	3269.0
2092	Medina	OH	396	5.4	5.1	6.9	6137.0	3345.0
2093	Meigs	OH	54	16.8	4.8	14.7	2736.0	2638.0
2094	Mercer	OH	89	6.8	5.6	5.8	2833.0	1813.0
2095	Miami	OH	250	8.1	4.6	10.2	6353.0	4550.0
2096	Monroe	OH	32	11.7	6.3	9.8	1588.0	1785.0
2097	Montgomery	OH	1186	11.2	8.1	11.7	22068.0	16729.0
2098	Morgan	OH	36	14.2	8.9	11.8	1766.0	1659.0
2099	Morrow	OH	84	9.1	7.9	0.0	2036.0	1290.0
2100	Muskingum	OH	129	13.1	8.5	12.7	5439.0	4335.0
2101	Noble	OH	35	12.2	2.5	8.6	1351.0	1138.0
2102	Ottawa	OH	163	6.9	5.6	14.0	2132.0	2209.0
2103	Paulding	OH	47	8.4	7.0	7.5	2547.0	1760.0
2104	Perry	OH	86	12.2	10.6	9.5	2366.0	1609.0
2105	Pickaway	OH	106	10.3	9.3	8.5	3004.0	2236.0
2106	Pike	OH	64	15.7	6.1	13.1	1792.0	1550.0
2107	Portage	OH	316	8.6	4.9	9.6	4919.0	3436.0
2108	Preble	OH	100	7.5	2.8	6.6	2513.0	1887.0
2109	Putnam	OH	72	6.0	6.3	7.1	2398.0	1460.0
2110	Richland	OH	258	11.1	7.9	12.0	4780.0	3694.0
2111	Ross	OH	109	12.0	5.6	12.2	4491.0	3668.0
2112	Sandusky	OH	151	8.2	7.3	9.6	4258.0	3106.0
2113	Scioto	OH	125	17.3	9.2	12.5	5130.0	4910.0
2114	Seneca	OH	104	9.1	7.2	9.6	3616.0	2768.0
2115	Shelby	OH	119	7.2	6.4	11.6	3748.0	2088.0
2116	Stark	OH	661	9.8	7.9	9.0	13681.0	11785.0
2117	Summit	OH	1324	11.1	7.4	10.1	20430.0	16341.0
2118	Trumbull	OH	356	11.0	9.5	11.5	7615.0	7302.0
2119	Tuscarawas	OH	162	9.7	6.3	11.5	6024.0	4644.0
2120	Union	OH	105	6.0	5.4	7.7	3157.0	1383.0
2121	Van Wert	OH	71	6.6	7.3	0.0	1772.0	1565.0
2122	Vinton	OH	32	15.0	9.5	18.4	1763.0	1270.0
2123	Warren	OH	492	5.1	4.5	7.2	7697.0	3463.0
2124	Washington	OH	98	11.2	5.9	9.7	3545.0	3459.0
2125	Wayne	OH	205	8.6	5.4	8.9	4823.0	2797.0
2126	Williams	OH	92	7.7	6.8	12.5	2501.0	1819.0
2127	Wood	OH	201	7.7	6.7	10.0	4038.0	2809.0
2128	Wyandot	OH	56	6.3	8.5	12.0	2879.0	2388.0
2129	Adair	OK	38	19.9	9.4	13.3	3629.0	2233.0
2130	Alfalfa	OK	7	14.1	0.0	0.0	474.0	812.0
2131	Atoka	OK	15	19.4	11.7	14.2	1589.0	1547.0
2132	Beaver	OK	3	10.7	3.8	16.1	587.0	594.0
2133	Beckham	OK	21	16.1	8.2	18.5	2668.0	2595.0
2134	Blaine	OK	14	16.4	9.4	13.1	1416.0	1660.0
2135	Bryan	OK	42	17.2	6.0	14.3	2504.0	2187.0
2136	Caddo	OK	24	18.8	11.8	14.0	2124.0	1876.0
2137	Canadian	OK	110	9.2	7.8	13.7	5650.0	3246.0
2138	Carter	OK	57	15.8	4.3	14.9	3293.0	2918.0
2139	Cherokee	OK	59	19.2	5.9	11.8	3029.0	1951.0
2140	Choctaw	OK	20	22.0	7.8	17.3	2105.0	2126.0
2141	Cimarron	OK	2	14.5	0.0	0.0	349.0	415.0
2142	Cleveland	OK	419	10.2	6.2	10.7	7680.0	3971.0
2143	Coal	OK	11	18.5	5.6	0.0	784.0	800.0
2144	Comanche	OK	105	16.6	7.2	13.8	5660.0	2607.0
2145	Cotton	OK	10	14.8	11.1	18.0	789.0	857.0
2146	Craig	OK	20	15.2	7.8	16.2	1839.0	1878.0
2147	Creek	OK	72	13.8	8.1	16.9	4441.0	3578.0
2148	Custer	OK	26	16.3	3.9	8.7	1776.0	1438.0
2149	Delaware	OK	53	16.9	5.8	12.7	2241.0	2297.0
2150	Dewey	OK	5	12.9	11.8	0.0	482.0	905.0
2151	Ellis	OK	3	11.9	0.0	0.0	436.0	582.0
2152	Garfield	OK	54	14.1	11.4	13.8	4225.0	3450.0
2153	Garvin	OK	34	15.8	8.3	18.5	1811.0	1869.0
2154	Grady	OK	45	12.6	6.8	15.6	2955.0	2373.0
2155	Grant	OK	5	13.0	0.0	0.0	479.0	772.0
2156	Greer	OK	9	20.7	3.7	0.0	614.0	965.0
2157	Harmon	OK	6	22.5	14.0	0.0	399.0	591.0
2158	Harper	OK	3	10.1	0.0	0.0	344.0	572.0
2159	Haskell	OK	21	18.2	9.7	12.9	1591.0	1625.0
2160	Hughes	OK	17	19.4	10.0	11.1	1655.0	2059.0
2161	Jackson	OK	33	14.9	6.5	13.4	2322.0	1354.0
2162	Jefferson	OK	9	18.0	4.7	30.0	720.0	1164.0
2163	Johnston	OK	16	17.4	7.0	19.0	1261.0	1371.0
2164	Kay	OK	51	15.9	8.0	14.7	3502.0	3058.0
2165	Kingfisher	OK	16	10.5	6.7	15.6	1813.0	1516.0
2166	Kiowa	OK	10	18.2	11.4	10.9	1260.0	1745.0
2167	Latimer	OK	15	19.0	6.2	17.0	1242.0	1305.0
2168	Le Flore	OK	31	18.7	8.1	9.3	3684.0	2827.0
2169	Lincoln	OK	34	14.0	7.3	18.3	1928.0	1720.0
2170	Logan	OK	50	13.1	7.2	8.1	1944.0	1591.0
2171	Love	OK	18	13.1	5.4	14.3	1043.0	984.0
2172	McClain	OK	53	10.9	11.6	15.9	1897.0	1307.0
2173	McCurtain	OK	18	21.5	6.6	19.4	2564.0	2124.0
2174	McIntosh	OK	32	18.1	13.1	21.1	2179.0	2734.0
2175	Major	OK	8	11.2	11.6	18.0	756.0	956.0
2176	Marshall	OK	39	15.0	13.2	17.4	1675.0	1689.0
2177	Mayes	OK	60	15.4	6.5	17.6	2621.0	2117.0
2178	Murray	OK	31	14.5	8.6	20.6	1528.0	1829.0
2179	Muskogee	OK	87	17.8	6.8	14.4	4972.0	4095.0
2180	Noble	OK	15	13.3	4.6	13.1	1435.0	1300.0
2181	Nowata	OK	19	14.3	7.9	12.1	1259.0	1269.0
2182	Okfuskee	OK	18	20.5	5.4	13.5	1422.0	1541.0
2183	Oklahoma	OK	965	15.5	8.2	14.6	34245.0	19299.0
2184	Okmulgee	OK	57	18.3	10.2	14.7	2645.0	2377.0
2185	Osage	OK	20	13.1	6.0	14.4	2315.0	1928.0
2186	Ottawa	OK	70	16.5	6.0	21.3	2169.0	2151.0
2187	Pawnee	OK	30	14.1	5.9	17.4	2033.0	1898.0
2188	Payne	OK	101	17.0	5.1	10.2	4154.0	2638.0
2189	Pittsburg	OK	34	16.5	9.5	18.2	2517.0	2752.0
2190	Pontotoc	OK	49	17.0	10.2	18.7	2458.0	2183.0
2191	Pottawatomie	OK	87	15.0	9.3	14.7	4530.0	3654.0
2192	Pushmataha	OK	8	20.0	7.5	22.2	1348.0	1652.0
2193	Roger Mills	OK	3	12.5	14.5	0.0	377.0	416.0
2194	Rogers	OK	120	9.4	5.8	9.4	4616.0	2914.0
2195	Seminole	OK	39	20.9	13.3	17.8	1884.0	1710.0
2196	Sequoyah	OK	61	18.2	7.5	16.5	2787.0	2052.0
2197	Stephens	OK	49	14.3	5.8	16.0	2590.0	2906.0
2198	Texas	OK	10	11.9	7.6	13.3	3255.0	1464.0
2199	Tillman	OK	10	19.1	12.2	14.1	1191.0	1338.0
2200	Tulsa	OK	1003	13.2	7.9	15.8	27942.0	15882.0
2201	Wagoner	OK	114	10.2	10.7	9.8	3660.0	1926.0
2202	Washington	OK	118	12.2	7.5	14.5	2939.0	2874.0
2203	Washita	OK	11	15.0	5.9	9.9	1307.0	1514.0
2204	Woods	OK	7	14.3	11.4	13.6	875.0	1329.0
2205	Woodward	OK	15	12.8	6.6	12.4	2529.0	1860.0
2206	Baker	OR	5	14.3	7.2	24.6	1705.0	1955.0
2207	Benton	OR	116	11.4	4.0	9.3	3952.0	2326.0
2208	Clackamas	OR	197	8.4	3.5	14.1	12198.0	8025.0
2209	Clatsop	OR	44	12.2	10.8	21.3	1941.0	1959.0
2210	Columbia	OR	73	8.6	4.5	17.8	2675.0	1944.0
2211	Coos	OR	40	15.0	6.1	17.2	3108.0	4285.0
2212	Crook	OR	7	11.8	7.5	13.1	2214.0	1826.0
2213	Curry	OR	14	12.4	4.0	31.2	1681.0	3163.0
2214	Deschutes	OR	47	10.3	6.2	15.9	4544.0	2929.0
2215	Douglas	OR	21	14.0	9.0	15.3	3233.0	3617.0
2216	Gilliam	OR	1	8.6	0.0	0.0	168.0	201.0
2217	Grant	OR	2	12.7	9.6	20.8	821.0	884.0
2218	Harney	OR	1	13.5	5.4	22.8	831.0	754.0
2219	Hood River	OR	41	12.6	5.7	12.4	3087.0	1680.0
2220	Jackson	OR	70	13.3	6.6	20.9	6386.0	5853.0
2221	Jefferson	OR	11	14.4	9.5	22.7	3026.0	1582.0
2222	Josephine	OR	49	15.2	7.2	19.5	3876.0	5016.0
2223	Klamath	OR	11	15.3	7.4	21.2	4062.0	3390.0
2224	Lake	OR	1	15.0	13.3	19.5	757.0	804.0
2225	Lane	OR	74	13.8	7.6	16.2	10832.0	8671.0
2226	Lincoln	OR	47	14.1	9.8	21.2	2140.0	2761.0
2227	Linn	OR	48	11.9	5.6	17.5	4092.0	3055.0
2228	Malheur	OR	3	18.3	8.2	10.7	2434.0	1345.0
2229	Marion	OR	258	14.1	5.7	13.7	13625.0	7564.0
2230	Morrow	OR	6	13.2	7.7	12.2	1581.0	771.0
2231	Multnomah	OR	1546	12.9	4.9	13.4	27949.0	17381.0
2232	Polk	OR	95	10.3	4.9	12.3	3683.0	2681.0
2233	Sherman	OR	2	12.7	0.0	0.0	164.0	192.0
2234	Tillamook	OR	23	11.7	6.1	17.2	2382.0	2793.0
2235	Umatilla	OR	23	13.8	4.1	11.6	5411.0	3034.0
2236	Union	OR	12	13.0	5.2	14.1	1530.0	1207.0
2237	Wallowa	OR	2	12.3	8.7	14.7	633.0	795.0
2238	Wasco	OR	10	13.4	6.5	22.6	2913.0	2783.0
2239	Washington	OR	691	8.7	4.3	11.8	22703.0	8204.0
2240	Wheeler	OR	1	13.2	0.0	0.0	120.0	181.0
2241	Yamhill	OR	129	10.9	6.2	11.5	5998.0	3416.0
2242	Adams	PA	192	7.5	8.1	10.2	5200.0	4317.0
2243	Allegheny	PA	1693	10.8	8.0	10.8	40998.0	45786.0
2244	Armstrong	PA	108	11.1	7.7	11.7	3624.0	4379.0
2245	Beaver	PA	409	10.5	6.1	11.7	5410.0	6479.0
2246	Bedford	PA	49	10.7	10.7	17.9	2814.0	2482.0
2247	Berks	PA	461	10.1	8.0	10.8	14214.0	10858.0
2248	Blair	PA	241	12.3	6.2	9.7	4323.0	4930.0
2249	Bradford	PA	54	11.2	5.7	10.5	3702.0	3261.0
2250	Bucks	PA	1023	5.6	5.4	10.4	21369.0	15174.0
2251	Butler	PA	231	8.2	5.4	11.1	6272.0	5292.0
2252	Cambria	PA	215	11.8	7.8	14.8	4474.0	5762.0
2253	Cameron	PA	14	10.1	5.4	0.0	635.0	718.0
2254	Carbon	PA	163	9.1	5.7	13.2	2995.0	3762.0
2255	Centre	PA	127	11.5	6.6	9.8	3813.0	2700.0
2256	Chester	PA	627	5.3	5.8	8.0	17771.0	9822.0
2257	Clarion	PA	67	12.7	3.5	12.6	2012.0	2159.0
2258	Clearfield	PA	72	12.8	8.3	12.6	4077.0	4583.0
2259	Clinton	PA	42	12.4	6.2	11.1	2099.0	2056.0
2260	Columbia	PA	134	11.1	7.5	10.0	3080.0	3350.0
2261	Crawford	PA	88	12.3	8.2	9.8	5360.0	4833.0
2262	Cumberland	PA	405	6.2	6.4	8.7	6725.0	6061.0
2263	Dauphin	PA	484	8.9	6.7	8.8	9542.0	7377.0
2264	Delaware	PA	3016	8.9	6.9	8.9	20217.0	17172.0
2265	Elk	PA	41	8.2	5.6	11.7	1773.0	1895.0
2266	Erie	PA	350	12.6	8.8	9.6	10047.0	8070.0
2267	Fayette	PA	185	15.9	5.8	12.8	4519.0	5498.0
2268	Forest	PA	13	12.9	21.2	0.0	373.0	772.0
2269	Franklin	PA	178	8.2	6.0	10.1	4836.0	3868.0
2270	Fulton	PA	34	9.4	2.8	14.0	1636.0	1276.0
2271	Greene	PA	69	14.6	11.9	13.8	2015.0	2343.0
2272	Huntingdon	PA	53	11.9	5.0	12.3	2420.0	2097.0
2273	Indiana	PA	107	14.2	8.0	12.4	4393.0	4535.0
2274	Jefferson	PA	70	11.7	7.4	12.6	2555.0	2780.0
2275	Juniata	PA	60	8.5	6.8	6.2	2911.0	2220.0
2276	Lackawanna	PA	457	10.2	6.8	11.3	6442.0	8654.0
2277	Lancaster	PA	517	8.3	7.8	7.8	19996.0	12837.0
2278	Lawrence	PA	257	12.2	8.6	12.1	5117.0	5926.0
2279	Lebanon	PA	347	8.7	6.3	10.2	4313.0	3827.0
2280	Lehigh	PA	953	9.6	8.0	10.4	11555.0	9461.0
2281	Luzerne	PA	351	10.8	7.3	14.0	8999.0	13344.0
2282	Lycoming	PA	96	11.3	9.4	7.1	3917.0	3710.0
2283	McKean	PA	45	12.6	7.6	13.7	2498.0	2750.0
2284	Mercer	PA	178	12.3	9.3	8.1	3865.0	4221.0
2285	Mifflin	PA	112	12.0	9.4	11.7	2963.0	2586.0
2286	Monroe	PA	268	8.7	8.6	11.3	4670.0	3585.0
2287	Montgomery	PA	1606	5.5	5.3	8.6	28676.0	21093.0
2288	Montour	PA	138	8.7	10.3	13.3	2182.0	2274.0
2289	Northampton	PA	770	7.7	5.8	10.6	9005.0	7777.0
2290	Northumberland	PA	201	10.2	6.9	11.0	4893.0	5969.0
2291	Perry	PA	81	7.9	6.5	13.2	2608.0	1920.0
2292	Philadelphia	PA	10832	20.1	10.4	10.7	64853.0	50895.0
2293	Pike	PA	103	7.1	4.3	12.5	2103.0	1916.0
2294	Potter	PA	16	11.5	5.7	12.8	2126.0	1997.0
2295	Schuylkill	PA	189	10.3	5.3	16.2	4309.0	6275.0
2296	Snyder	PA	115	8.5	9.3	8.4	2262.0	1613.0
2297	Somerset	PA	73	12.3	7.5	10.0	3983.0	4702.0
2298	Sullivan	PA	14	10.8	0.0	0.0	523.0	1048.0
2299	Susquehanna	PA	51	11.3	7.0	14.3	2272.0	2328.0
2300	Tioga	PA	37	12.0	5.9	11.4	2202.0	2142.0
2301	Union	PA	136	9.5	5.0	11.5	1994.0	1744.0
2302	Venango	PA	83	13.1	7.0	11.6	3002.0	3305.0
2303	Warren	PA	48	10.5	7.1	9.9	2268.0	2495.0
2304	Washington	PA	241	9.7	5.8	11.0	6254.0	7387.0
2305	Wayne	PA	69	10.8	1.6	12.4	2459.0	2896.0
2306	Westmoreland	PA	359	9.4	6.3	11.4	10299.0	13277.0
2307	Wyoming	PA	71	9.9	5.2	12.1	1536.0	1311.0
2308	York	PA	452	7.5	5.3	10.8	14033.0	9887.0
2309	Bristol	RI	2137	7.0	4.5	6.2	2470.0	2606.0
2310	Kent	RI	1008	6.7	5.2	9.2	5608.0	5241.0
2311	Newport	RI	805	8.0	5.1	6.9	4662.0	3759.0
2312	Providence	RI	1548	14.4	7.6	7.5	24958.0	18303.0
2313	Washington	RI	386	6.1	6.3	9.5	3980.0	2875.0
2314	Abbeville	SC	51	13.6	11.4	8.1	3361.0	2458.0
2315	Aiken	SC	140	13.5	10.3	14.7	5520.0	4293.0
2316	Allendale	SC	27	28.4	16.7	0.0	1728.0	1207.0
2317	Anderson	SC	244	11.9	8.6	15.1	6628.0	5351.0
2318	Bamberg	SC	40	21.2	12.6	10.9	2140.0	1750.0
2319	Barnwell	SC	43	17.2	13.0	14.0	3345.0	2368.0
2320	Beaufort	SC	235	11.1	6.8	11.2	6027.0	3073.0
2321	Berkeley	SC	138	11.7	8.6	13.2	6402.0	2901.0
2322	Calhoun	SC	40	14.3	10.4	11.6	1734.0	1466.0
2323	Charleston	SC	360	14.1	10.0	10.2	13767.0	8294.0
2324	Cherokee	SC	137	14.8	12.4	13.2	3634.0	2785.0
2325	Chester	SC	57	15.6	9.2	10.2	2288.0	1696.0
2326	Chesterfield	SC	54	17.2	8.7	19.0	2869.0	2129.0
2327	Clarendon	SC	55	21.3	11.8	10.1	2117.0	1655.0
2328	Colleton	SC	37	18.6	9.8	8.3	2752.0	1974.0
2329	Darlington	SC	120	18.2	12.5	7.2	4576.0	3677.0
2330	Dillon	SC	77	20.4	9.0	10.8	2458.0	1669.0
2331	Dorchester	SC	196	11.2	8.4	11.7	6178.0	3636.0
2332	Edgefield	SC	51	15.8	11.2	11.5	2751.0	2013.0
2333	Fairfield	SC	35	15.9	9.5	16.3	3175.0	2874.0
2334	Florence	SC	164	16.3	11.5	7.6	5715.0	3875.0
2335	Georgetown	SC	75	14.7	11.7	7.1	3838.0	2747.0
2336	Greenville	SC	516	12.0	5.5	11.6	16464.0	10065.0
2337	Greenwood	SC	149	13.9	11.5	6.2	4508.0	3391.0
2338	Hampton	SC	38	19.4	8.2	7.3	2958.0	1984.0
2339	Horry	SC	200	13.1	8.6	16.5	7804.0	5843.0
2340	Jasper	SC	33	19.8	8.7	0.0	2917.0	1637.0
2341	Kershaw	SC	78	12.0	6.5	12.8	3524.0	2535.0
2342	Lancaster	SC	115	13.7	10.4	12.5	4024.0	2994.0
2343	Laurens	SC	98	14.8	9.7	10.4	4109.0	3645.0
2344	Lee	SC	50	20.5	17.0	8.5	2549.0	1987.0
2345	Lexington	SC	336	10.5	7.1	12.8	9135.0	5300.0
2346	McCormick	SC	28	16.1	15.6	10.8	876.0	1126.0
2347	Marion	SC	71	20.5	15.8	7.7	2474.0	1930.0
2348	Marlboro	SC	58	20.2	10.6	8.4	1982.0	1742.0
2349	Newberry	SC	59	14.6	11.1	9.7	2428.0	1997.0
2350	Oconee	SC	111	11.7	6.4	15.3	3925.0	3238.0
2351	Orangeburg	SC	83	19.8	11.4	7.6	6416.0	4767.0
2352	Pickens	SC	229	11.5	7.5	14.4	3872.0	2716.0
2353	Richland	SC	450	13.9	7.7	8.2	13059.0	7701.0
2354	Saluda	SC	42	15.1	11.9	10.1	2415.0	2020.0
2355	Spartanburg	SC	329	12.9	7.8	11.5	10293.0	7721.0
2356	Sumter	SC	159	16.3	9.7	8.7	4834.0	2777.0
2357	Union	SC	56	14.3	9.3	15.6	1837.0	1794.0
2358	Williamsburg	SC	38	22.9	17.2	0.0	2560.0	1969.0
2359	York	SC	279	11.3	7.9	10.6	7177.0	4125.0
2360	Aurora	SD	4	11.7	0.0	0.0	309.0	437.0
2361	Beadle	SD	13	11.9	4.6	13.8	1994.0	1975.0
2362	Bennett	SD	3	27.4	3.3	0.0	680.0	321.0
2363	Bon Homme	SD	13	13.0	3.4	0.0	692.0	863.0
2364	Brookings	SD	35	12.5	2.5	10.6	1604.0	924.0
2365	Brown	SD	20	10.1	7.4	8.3	2290.0	1801.0
2366	Brule	SD	6	11.5	1.7	18.7	666.0	523.0
2367	Buffalo	SD	4	30.0	19.6	62.1	437.0	216.0
2368	Butte	SD	4	13.8	7.3	22.9	1226.0	922.0
2369	Campbell	SD	2	10.8	0.0	0.0	165.0	156.0
2370	Charles Mix	SD	8	21.3	12.3	29.0	1647.0	1088.0
2371	Clark	SD	4	12.6	0.0	0.0	458.0	512.0
2372	Clay	SD	32	17.7	4.9	7.1	1569.0	975.0
2373	Codington	SD	38	10.4	3.4	11.5	1759.0	1137.0
2374	Corson	SD	2	27.5	8.4	26.3	805.0	394.0
2375	Custer	SD	5	9.9	7.1	0.0	645.0	704.0
2376	Davison	SD	43	10.8	7.2	11.6	2479.0	1926.0
2377	Day	SD	6	13.1	13.2	0.0	673.0	1021.0
2378	Deuel	SD	7	9.5	13.6	0.0	505.0	509.0
2379	Dewey	SD	3	25.1	11.4	26.4	1345.0	465.0
2380	Douglas	SD	8	11.5	0.0	0.0	382.0	440.0
2381	Edmunds	SD	4	10.5	0.0	0.0	461.0	558.0
2382	Fall River	SD	4	14.1	3.2	26.2	691.0	1115.0
2383	Faulk	SD	2	10.5	0.0	0.0	286.0	295.0
2384	Grant	SD	11	9.7	8.8	0.0	871.0	966.0
2385	Gregory	SD	4	16.5	17.8	0.0	437.0	716.0
2386	Haakon	SD	1	11.7	0.0	0.0	256.0	256.0
2387	Hamlin	SD	11	10.6	4.0	22.3	827.0	702.0
2388	Hand	SD	2	9.4	0.0	0.0	365.0	455.0
2389	Hanson	SD	9	9.5	0.0	0.0	513.0	209.0
2390	Harding	SD	0	12.7	0.0	0.0	153.0	108.0
2391	Hughes	SD	23	9.9	6.3	22.2	2127.0	1372.0
2392	Hutchinson	SD	9	11.6	3.7	0.0	904.0	1289.0
2393	Hyde	SD	2	10.6	0.0	0.0	177.0	245.0
2394	Jackson	SD	2	25.9	18.4	0.0	541.0	257.0
2395	Jerauld	SD	4	12.8	0.0	0.0	215.0	323.0
2396	Jones	SD	1	12.3	0.0	0.0	121.0	105.0
2397	Kingsbury	SD	7	9.4	0.0	0.0	607.0	945.0
2398	Lake	SD	20	10.5	4.8	9.5	1158.0	1102.0
2399	Lawrence	SD	28	11.9	7.2	18.5	2326.0	1906.0
2400	Lincoln	SD	58	4.4	5.0	7.6	3428.0	1539.0
2401	Lyman	SD	2	18.6	12.8	0.0	698.0	353.0
2402	McCook	SD	10	9.7	8.8	0.0	758.0	798.0
2403	McPherson	SD	2	13.9	0.0	0.0	274.0	415.0
2404	Marshall	SD	5	11.2	0.0	0.0	423.0	543.0
2405	Meade	SD	7	10.1	7.6	18.4	3995.0	1665.0
2406	Mellette	SD	2	25.6	0.0	0.0	361.0	228.0
2407	Miner	SD	5	10.7	0.0	0.0	284.0	439.0
2408	Minnehaha	SD	198	9.7	5.4	16.0	7265.0	3337.0
2409	Moody	SD	13	9.3	8.8	0.0	757.0	655.0
2410	Pennington	SD	34	13.1	8.4	12.0	7006.0	3450.0
2411	Perkins	SD	1	13.8	0.0	0.0	355.0	451.0
2412	Potter	SD	3	10.4	0.0	0.0	259.0	445.0
2413	Roberts	SD	9	18.0	8.2	15.9	1491.0	1275.0
2414	Sanborn	SD	4	12.1	0.0	0.0	290.0	290.0
2415	Shannon	SD	7	35.6	15.7	26.5	3374.0	1149.0
2416	Spink	SD	5	11.9	2.6	0.0	869.0	883.0
2417	Stanley	SD	2	8.5	0.0	0.0	331.0	194.0
2418	Sully	SD	1	8.1	0.0	0.0	160.0	102.0
2419	Todd	SD	7	33.7	14.9	32.3	2538.0	724.0
2420	Tripp	SD	4	16.8	15.4	0.0	819.0	745.0
2421	Turner	SD	14	8.3	6.3	0.0	891.0	1174.0
2422	Union	SD	29	6.3	6.1	0.0	1631.0	1056.0
2423	Walworth	SD	8	15.7	5.9	0.0	751.0	931.0
2424	Yankton	SD	42	11.6	7.1	11.8	2690.0	1890.0
2425	Ziebach	SD	1	33.0	16.6	0.0	409.0	145.0
2426	Anderson	TN	215	13.1	6.5	14.0	3982.0	4034.0
2427	Bedford	TN	89	12.8	7.1	18.8	2949.0	1911.0
2428	Benton	TN	42	15.7	8.5	17.6	1703.0	2089.0
2429	Bledsoe	TN	32	16.7	5.3	0.0	1269.0	1125.0
2430	Blount	TN	207	10.3	9.3	16.8	3874.0	3511.0
2431	Bradley	TN	280	12.5	7.6	11.6	5916.0	4007.0
